Number,Name,Form,Type 1,Type 2,HP,Attack,Defense,Sp.Attack,Sp.Defense,Speed,Generation,Sprite,Shiny
866,Mr. Rime,,Ice,Psychic,80,85,75,110,100,70,8,poke_icon_0866_000_mf_n_00000000_f_n.png,poke_icon_sh_0866_000_mf_n_00000000_f_n.png
867,Runerigus,,Ground,Ghost,58,95,145,50,105,30,8,poke_icon_0867_000_mf_n_00000000_f_n.png,poke_icon_sh_0867_000_mf_n_00000000_f_n.png
868,Milcery,,Fairy,,45,40,40,50,61,34,8,poke_icon_0868_000_fo_n_00000000_f_n.png,poke_icon_sh_0868_000_fo_n_00000000_f_n.png
869,Alcremie,,Fairy,,65,60,75,110,121,64,8,poke_icon_0869_000_fo_n_00000000_f_n.png,poke_icon_sh_0869_000_fo_n_00000000_f_n.png
870,Falinks,,Fighting,,65,100,100,70,60,75,8,poke_icon_0870_000_uk_n_00000000_f_n.png,poke_icon_sh_0870_000_uk_n_00000000_f_n.png
871,Pincurchin,,Electric,,48,101,95,91,85,15,8,poke_icon_0871_000_mf_n_00000000_f_n.png,poke_icon_sh_0871_000_mf_n_00000000_f_n.png
872,Snom,,Ice,Bug,30,25,35,45,30,20,8,poke_icon_0872_000_mf_n_00000000_f_n.png,poke_icon_sh_0872_000_mf_n_00000000_f_n.png
873,Frosmoth,,Ice,Bug,70,65,60,125,90,65,8,poke_icon_0873_000_mf_n_00000000_f_n.png,poke_icon_sh_0873_000_mf_n_00000000_f_n.png
874,Stonjourner,,Rock,,100,125,135,20,20,70,8,poke_icon_0874_000_mf_n_00000000_f_n.png,poke_icon_sh_0874_000_mf_n_00000000_f_n.png
875,Eiscue,Ice Face,Ice,,75,80,110,65,90,50,8,poke_icon_0875_000_mf_n_00000000_f_n.png,poke_icon_sh_0875_000_mf_n_00000000_f_n.png
875,Eiscue,Noice Face,Ice,,75,80,70,65,50,130,8,poke_icon_0875_001_mf_n_00000000_f_n.png,poke_icon_sh_0875_001_mf_n_00000000_f_n.png
876,Indeedee,Male,Psychic,Normal,60,65,55,105,95,95,8,poke_icon_0876_001_fo_n_00000000_f_n.png,poke_icon_sh_0876_001_fo_n_00000000_f_n.png
876,Indeedee,Female,Psychic,Normal,70,55,65,95,105,85,8,poke_icon_0876_000_mo_n_00000000_f_n.png,poke_icon_sh_0876_000_mo_n_00000000_f_n.png
877,Morpeko,Full Belly Mode,Electric,Dark,58,95,58,70,58,97,8,poke_icon_0877_000_mf_n_00000000_f_n.png,poke_icon_sh_0877_000_mf_n_00000000_f_n.png
877,Morpeko,Hangry Mode,Electric,Dark,58,95,58,70,58,97,8,poke_icon_0877_001_mf_n_00000000_f_n.png,poke_icon_sh_0877_001_mf_n_00000000_f_n.png
878,Cufant,,Steel,,72,80,49,40,49,40,8,poke_icon_0878_000_mf_n_00000000_f_n.png,poke_icon_sh_0878_000_mf_n_00000000_f_n.png
879,Copperajah,,Steel,,122,130,69,80,69,30,8,poke_icon_0879_000_mf_n_00000000_f_n.png,poke_icon_sh_0879_000_mf_n_00000000_f_n.png
880,Dracozolt,,Electric,Dragon,90,100,90,80,70,75,8,poke_icon_0880_000_uk_n_00000000_f_n.png,poke_icon_sh_0880_000_uk_n_00000000_f_n.png
881,Arctozolt,,Electric,Ice,90,100,90,90,80,55,8,poke_icon_0881_000_uk_n_00000000_f_n.png,poke_icon_sh_0881_000_uk_n_00000000_f_n.png
882,Dracovish,,Water,Dragon,90,90,100,70,80,75,8,poke_icon_0882_000_uk_n_00000000_f_n.png,poke_icon_sh_0882_000_uk_n_00000000_f_n.png
883,Arctovish,,Water,Ice,90,90,100,80,90,55,8,poke_icon_0883_000_uk_n_00000000_f_n.png,poke_icon_sh_0883_000_uk_n_00000000_f_n.png
884,Duraludon,,Steel,Dragon,70,95,115,120,50,85,8,poke_icon_0884_000_mf_n_00000000_f_n.png,poke_icon_sh_0884_000_mf_n_00000000_f_n.png
885,Dreepy,,Dragon,Ghost,28,60,30,40,30,82,8,poke_icon_0885_000_mf_n_00000000_f_n.png,poke_icon_sh_0885_000_mf_n_00000000_f_n.png
886,Drakloak,,Dragon,Ghost,68,80,50,60,50,102,8,poke_icon_0886_000_mf_n_00000000_f_n.png,poke_icon_sh_0886_000_mf_n_00000000_f_n.png
887,Dragapult,,Dragon,Ghost,88,120,75,100,75,142,8,poke_icon_0887_000_mf_n_00000000_f_n.png,poke_icon_sh_0887_000_mf_n_00000000_f_n.png
888,Zacian,Hero of Many Battles,Fairy,,92,120,115,80,115,138,8,poke_icon_0888_001_uk_n_00000000_f_n.png,poke_icon_sh_0888_001_uk_n_00000000_f_n.png
888,Zacian,Crowned Sword,Fairy,Steel,92,150,115,80,115,148,8,poke_icon_0888_000_uk_n_00000000_f_n.png,poke_icon_sh_0888_000_uk_n_00000000_f_n.png
889,Zamazenta,Hero of Many Battles,Fighting,,92,120,115,80,115,138,8,poke_icon_0889_001_uk_n_00000000_f_n.png,poke_icon_sh_0889_001_uk_n_00000000_f_n.png
889,Zamazenta,Crowned Shield,Fighting,Steel,92,120,140,80,140,128,8,poke_icon_0889_000_uk_n_00000000_f_n.png,poke_icon_sh_0889_000_uk_n_00000000_f_n.png
890,Eternatus,,Poison,Dragon,140,85,95,145,95,130,8,poke_icon_0890_000_uk_n_00000000_f_n.png,poke_icon_sh_0890_000_uk_n_00000000_f_n.png
890,Eternatus,Eternamax,Poison,Dragon,255,115,250,125,250,130,8,poke_icon_0890_001_uk_n_00000000_f_n.png,poke_icon_sh_0890_001_uk_n_00000000_f_n.png
891,Kubfu,,Fighting,,60,90,60,53,50,72,8,poke_icon_0891_000_mf_n_00000000_f_n.png,poke_icon_sh_0891_000_mf_n_00000000_f_n.png
892,Urshifu,Single Strike Style,Fighting,Dark,100,130,100,63,60,97,8,poke_icon_0892_001_mf_n_00000000_f_n.png,poke_icon_sh_0892_001_mf_n_00000000_f_n.png
892,Urshifu,Rapid Strike Style,Fighting,Water,100,130,100,63,60,97,8,poke_icon_0892_000_mf_n_00000000_f_n.png,poke_icon_sh_0892_000_mf_n_00000000_f_n.png
893,Zarude,,Dark,Grass,105,120,105,70,95,105,8,poke_icon_0893_000_uk_n_00000000_f_n.png,poke_icon_sh_0893_000_uk_n_00000000_f_n.png
894,Regieleki,,Electric,,80,100,50,100,50,200,8,poke_icon_0894_000_uk_n_00000000_f_n.png,poke_icon_sh_0894_000_uk_n_00000000_f_n.png
895,Regidrago,,Dragon,,200,100,50,100,50,80,8,poke_icon_0895_000_uk_n_00000000_f_n.png,poke_icon_sh_0895_000_uk_n_00000000_f_n.png
896,Glastrier,,Ice,,100,145,130,65,110,30,8,poke_icon_0896_000_uk_n_00000000_f_n.png,poke_icon_sh_0896_000_uk_n_00000000_f_n.png
897,Spectrier,,Ghost,,100,65,60,145,80,130,8,poke_icon_0897_000_uk_n_00000000_f_n.png,poke_icon_sh_0897_000_uk_n_00000000_f_n.png
898,Calyrex,,Psychic,Grass,100,80,80,80,80,80,8,poke_icon_0898_000_uk_n_00000000_f_n.png,poke_icon_sh_0898_000_uk_n_00000000_f_n.png
898,Calyrex,Ice Rider,Psychic,Ice,100,165,150,85,130,50,8,poke_icon_0898_001_uk_n_00000000_f_n.png,poke_icon_sh_0898_001_uk_n_00000000_f_n.png
898,Calyrex,Shadow Rider,Psychic,Ghost,100,85,80,165,100,150,8,poke_icon_0898_002_uk_n_00000000_f_n.png,poke_icon_sh_0898_002_uk_n_00000000_f_n.png
899,Wyrdeer,,Normal,Psychic,103,105,72,105,75,65,8,poke_icon_0899_000_mf_n_00000000_f_n.png,poke_icon_sh_0899_000_mf_n_00000000_f_n.png
900,Kleavor,,Bug,Rock,70,135,95,45,70,85,8,poke_icon_0900_000_mf_n_00000000_f_n.png,poke_icon_sh_0900_000_mf_n_00000000_f_n.png
901,Ursaluna,,Ground,Normal,130,140,105,45,80,50,8,poke_icon_0901_000_mf_n_00000000_f_n.png,poke_icon_sh_0901_000_mf_n_00000000_f_n.png
901,Ursaluna,Bloodmoon,Ground,Normal,113,70,120,135,65,52,8,poke_icon_0901_001_mo_n_00000000_f_n.png,poke_icon_sh_0901_001_mo_n_00000000_f_n.png
902,Basculegion,Male,Water,Ghost,120,112,65,80,75,78,8,poke_icon_0902_001_fd_n_00000000_f_n.png,poke_icon_sh_0902_001_fd_n_00000000_f_n.png
902,Basculegion,Female,Water,Ghost,120,92,65,100,75,78,8,poke_icon_0902_000_md_n_00000000_f_n.png,poke_icon_sh_0902_000_md_n_00000000_f_n.png
903,Sneasler,,Fighting,Poison,80,130,60,40,80,120,8,poke_icon_0903_000_mf_n_00000000_f_n.png,poke_icon_sh_0903_000_mf_n_00000000_f_n.png
904,Overqwil,,Dark,Poison,85,115,95,65,65,85,8,poke_icon_0904_000_mf_n_00000000_f_n.png,poke_icon_sh_0904_000_mf_n_00000000_f_n.png
905,Enamorus,Incarnate Forme,Fairy,Flying,74,115,70,135,80,106,8,poke_icon_0905_000_fd_n_00000000_f_n.png,poke_icon_sh_0905_000_fd_n_00000000_f_n.png
905,Enamorus,Therian Forme,Fairy,Flying,74,115,110,135,100,46,8,poke_icon_0905_001_fd_n_00000000_f_n.png,poke_icon_sh_0905_001_fd_n_00000000_f_n.png
906,Sprigatito,,Grass,,40,61,54,45,45,65,9,poke_icon_0906_000_mf_n_00000000_f_n.png,poke_icon_sh_0906_000_mf_n_00000000_f_n.png
907,Floragato,,Grass,,61,80,63,60,63,83,9,poke_icon_0907_000_mf_n_00000000_f_n.png,poke_icon_sh_0907_000_mf_n_00000000_f_n.png
908,Meowscarada,,Grass,Dark,76,110,70,81,70,123,9,poke_icon_0908_000_mf_n_00000000_f_n.png,poke_icon_sh_0908_000_mf_n_00000000_f_n.png
909,Fuecoco,,Fire,,67,45,59,63,40,36,9,poke_icon_0909_000_mf_n_00000000_f_n.png,poke_icon_sh_0909_000_mf_n_00000000_f_n.png
910,Crocalor,,Fire,,81,55,78,90,58,49,9,poke_icon_0910_000_mf_n_00000000_f_n.png,poke_icon_sh_0910_000_mf_n_00000000_f_n.png
911,Skeledirge,,Fire,Ghost,104,75,100,110,75,66,9,poke_icon_0911_000_mf_n_00000000_f_n.png,poke_icon_sh_0911_000_mf_n_00000000_f_n.png
912,Quaxly,,Water,,55,65,45,50,45,50,9,poke_icon_0912_000_mf_n_00000000_f_n.png,poke_icon_sh_0912_000_mf_n_00000000_f_n.png
913,Quaxwell,,Water,,70,85,65,65,60,65,9,poke_icon_0913_000_mf_n_00000000_f_n.png,poke_icon_sh_0913_000_mf_n_00000000_f_n.png
914,Quaquaval,,Water,Fighting,85,120,80,85,75,85,9,poke_icon_0914_000_mf_n_00000000_f_n.png,poke_icon_sh_0914_000_mf_n_00000000_f_n.png
915,Lechonk,,Normal,,54,45,40,35,45,35,9,poke_icon_0915_000_mf_n_00000000_f_n.png,poke_icon_sh_0915_000_mf_n_00000000_f_n.png
916,Oinkologne,Male,Normal,,110,100,75,59,80,65,9,poke_icon_0916_001_fd_n_00000000_f_n.png,poke_icon_sh_0916_001_fd_n_00000000_f_n.png
916,Oinkologne,Female,Normal,,115,90,70,59,90,65,9,poke_icon_0916_000_md_n_00000000_f_n.png,poke_icon_sh_0916_000_md_n_00000000_f_n.png
917,Tarountula,,Bug,,35,41,45,29,40,20,9,poke_icon_0917_000_mf_n_00000000_f_n.png,poke_icon_sh_0917_000_mf_n_00000000_f_n.png
918,Spidops,,Bug,,60,79,92,52,86,35,9,poke_icon_0918_000_mf_n_00000000_f_n.png,poke_icon_sh_0918_000_mf_n_00000000_f_n.png
919,Nymble,,Bug,,33,46,40,21,25,45,9,poke_icon_0919_000_mf_n_00000000_f_n.png,poke_icon_sh_0919_000_mf_n_00000000_f_n.png
920,Lokix,,Bug,Dark,71,102,78,52,55,92,9,poke_icon_0920_000_mf_n_00000000_f_n.png,poke_icon_sh_0920_000_mf_n_00000000_f_n.png
921,Pawmi,,Electric,,45,50,20,40,25,60,9,poke_icon_0921_000_mf_n_00000000_f_n.png,poke_icon_sh_0921_000_mf_n_00000000_f_n.png
922,Pawmo,,Electric,Fighting,60,75,40,50,40,85,9,poke_icon_0922_000_mf_n_00000000_f_n.png,poke_icon_sh_0922_000_mf_n_00000000_f_n.png
923,Pawmot,,Electric,Fighting,70,115,70,70,60,105,9,poke_icon_0923_000_mf_n_00000000_f_n.png,poke_icon_sh_0923_000_mf_n_00000000_f_n.png
924,Tandemaus,,Normal,,50,50,45,40,45,75,9,poke_icon_0924_000_uk_n_00000000_f_n.png,poke_icon_sh_0924_000_uk_n_00000000_f_n.png
925,Maushold,Family of Four,Normal,,74,75,70,65,75,111,9,poke_icon_0925_000_uk_n_00000000_f_n.png,poke_icon_sh_0925_000_uk_n_00000000_f_n.png
925,Maushold,Family of Three,Normal,,74,75,70,65,75,111,9,poke_icon_0925_001_uk_n_00000000_f_n.png,poke_icon_sh_0925_001_uk_n_00000000_f_n.png
926,Fidough,,Fairy,,37,55,70,30,55,65,9,poke_icon_0926_000_mf_n_00000000_f_n.png,poke_icon_sh_0926_000_mf_n_00000000_f_n.png
927,Dachsbun,,Fairy,,57,80,115,50,80,95,9,poke_icon_0927_000_mf_n_00000000_f_n.png,poke_icon_sh_0927_000_mf_n_00000000_f_n.png
928,Smoliv,,Grass,Normal,41,35,45,58,51,30,9,poke_icon_0928_000_mf_n_00000000_f_n.png,poke_icon_sh_0928_000_mf_n_00000000_f_n.png
929,Dolliv,,Grass,Normal,52,53,60,78,78,33,9,poke_icon_0929_000_mf_n_00000000_f_n.png,poke_icon_sh_0929_000_mf_n_00000000_f_n.png
930,Arboliva,,Grass,Normal,78,69,90,125,109,39,9,poke_icon_0930_000_mf_n_00000000_f_n.png,poke_icon_sh_0930_000_mf_n_00000000_f_n.png
931,Squawkabilly,Green Plumage,Normal,Flying,82,96,51,45,51,92,9,poke_icon_0931_001_mf_n_00000000_f_n.png,poke_icon_sh_0931_001_mf_n_00000000_f_n.png
931,Squawkabilly,Blue Plumage,Normal,Flying,82,96,51,45,51,92,9,poke_icon_0931_000_mf_n_00000000_f_n.png,poke_icon_sh_0931_000_mf_n_00000000_f_n.png
931,Squawkabilly,Yellow Plumage,Normal,Flying,82,96,51,45,51,92,9,poke_icon_0931_003_mf_n_00000000_f_n.png,poke_icon_sh_0931_003_mf_n_00000000_f_n.png
931,Squawkabilly,White Plumage,Normal,Flying,82,96,51,45,51,92,9,poke_icon_0931_002_mf_n_00000000_f_n.png,poke_icon_sh_0931_002_mf_n_00000000_f_n.png
932,Nacli,,Rock,,55,55,75,35,35,25,9,poke_icon_0932_000_mf_n_00000000_f_n.png,poke_icon_sh_0932_000_mf_n_00000000_f_n.png
933,Naclstack,,Rock,,60,60,100,35,65,35,9,poke_icon_0933_000_mf_n_00000000_f_n.png,poke_icon_sh_0933_000_mf_n_00000000_f_n.png
934,Garganacl,,Rock,,100,100,130,45,90,35,9,poke_icon_0934_000_mf_n_00000000_f_n.png,poke_icon_sh_0934_000_mf_n_00000000_f_n.png
935,Charcadet,,Fire,,40,50,40,50,40,35,9,poke_icon_0935_000_mf_n_00000000_f_n.png,poke_icon_sh_0935_000_mf_n_00000000_f_n.png
936,Armarouge,,Fire,Psychic,85,60,100,125,80,75,9,poke_icon_0936_000_mf_n_00000000_f_n.png,poke_icon_sh_0936_000_mf_n_00000000_f_n.png
937,Ceruledge,,Fire,Ghost,75,125,80,60,100,85,9,poke_icon_0937_000_mf_n_00000000_f_n.png,poke_icon_sh_0937_000_mf_n_00000000_f_n.png
938,Tadbulb,,Electric,,61,31,41,59,35,45,9,poke_icon_0938_000_mf_n_00000000_f_n.png,poke_icon_sh_0938_000_mf_n_00000000_f_n.png
939,Bellibolt,,Electric,,109,64,91,103,83,45,9,poke_icon_0939_000_mf_n_00000000_f_n.png,poke_icon_sh_0939_000_mf_n_00000000_f_n.png
940,Wattrel,,Electric,Flying,40,40,35,55,40,70,9,poke_icon_0940_000_mf_n_00000000_f_n.png,poke_icon_sh_0940_000_mf_n_00000000_f_n.png
941,Kilowattrel,,Electric,Flying,70,70,60,105,60,125,9,poke_icon_0941_000_mf_n_00000000_f_n.png,poke_icon_sh_0941_000_mf_n_00000000_f_n.png
942,Maschiff,,Dark,,60,78,60,40,51,51,9,poke_icon_0942_000_mf_n_00000000_f_n.png,poke_icon_sh_0942_000_mf_n_00000000_f_n.png
943,Mabosstiff,,Dark,,80,120,90,60,70,85,9,poke_icon_0943_000_mf_n_00000000_f_n.png,poke_icon_sh_0943_000_mf_n_00000000_f_n.png
944,Shroodle,,Poison,Normal,40,65,35,40,35,75,9,poke_icon_0944_000_mf_n_00000000_f_n.png,poke_icon_sh_0944_000_mf_n_00000000_f_n.png
945,Grafaiai,,Poison,Normal,63,95,65,80,72,110,9,poke_icon_0945_000_mf_n_00000000_f_n.png,poke_icon_sh_0945_000_mf_n_00000000_f_n.png
946,Bramblin,,Grass,Ghost,40,65,30,45,35,60,9,poke_icon_0946_000_mf_n_00000000_f_n.png,poke_icon_sh_0946_000_mf_n_00000000_f_n.png
947,Brambleghast,,Grass,Ghost,55,115,70,80,70,90,9,poke_icon_0947_000_mf_n_00000000_f_n.png,poke_icon_sh_0947_000_mf_n_00000000_f_n.png
948,Toedscool,,Ground,Grass,40,40,35,50,100,70,9,poke_icon_0948_000_mf_n_00000000_f_n.png,poke_icon_sh_0948_000_mf_n_00000000_f_n.png
949,Toedscruel,,Ground,Grass,80,70,65,80,120,100,9,poke_icon_0949_000_mf_n_00000000_f_n.png,poke_icon_sh_0949_000_mf_n_00000000_f_n.png
950,Klawf,,Rock,,70,100,115,35,55,75,9,poke_icon_0950_000_mf_n_00000000_f_n.png,poke_icon_sh_0950_000_mf_n_00000000_f_n.png
951,Capsakid,,Grass,,50,62,40,62,40,50,9,poke_icon_0951_000_mf_n_00000000_f_n.png,poke_icon_sh_0951_000_mf_n_00000000_f_n.png
952,Scovillain,,Grass,Fire,65,108,65,108,65,75,9,poke_icon_0952_000_mf_n_00000000_f_n.png,poke_icon_sh_0952_000_mf_n_00000000_f_n.png
953,Rellor,,Bug,,41,50,60,31,58,30,9,poke_icon_0953_000_mf_n_00000000_f_n.png,poke_icon_sh_0953_000_mf_n_00000000_f_n.png
954,Rabsca,,Bug,Psychic,75,50,85,115,100,45,9,poke_icon_0954_000_mf_n_00000000_f_n.png,poke_icon_sh_0954_000_mf_n_00000000_f_n.png
955,Flittle,,Psychic,,30,35,30,55,30,75,9,poke_icon_0955_000_mf_n_00000000_f_n.png,poke_icon_sh_0955_000_mf_n_00000000_f_n.png
956,Espathra,,Psychic,,95,60,60,101,60,105,9,poke_icon_0956_000_mf_n_00000000_f_n.png,poke_icon_sh_0956_000_mf_n_00000000_f_n.png
957,Tinkatink,,Fairy,Steel,50,45,45,35,64,58,9,poke_icon_0957_000_fd_n_00000000_f_n.png,poke_icon_sh_0957_000_fd_n_00000000_f_n.png
958,Tinkatuff,,Fairy,Steel,65,55,55,45,82,78,9,poke_icon_0958_000_fd_n_00000000_f_n.png,poke_icon_sh_0958_000_fd_n_00000000_f_n.png
959,Tinkaton,,Fairy,Steel,85,75,77,70,105,94,9,poke_icon_0959_000_fd_n_00000000_f_n.png,poke_icon_sh_0959_000_fd_n_00000000_f_n.png
960,Wiglett,,Water,,10,55,25,35,25,95,9,poke_icon_0960_000_mf_n_00000000_f_n.png,poke_icon_sh_0960_000_mf_n_00000000_f_n.png
961,Wugtrio,,Water,,35,100,50,50,70,120,9,poke_icon_0961_000_mf_n_00000000_f_n.png,poke_icon_sh_0961_000_mf_n_00000000_f_n.png
962,Bombirdier,,Flying,Dark,70,103,85,60,85,82,9,poke_icon_0962_000_mf_n_00000000_f_n.png,poke_icon_sh_0962_000_mf_n_00000000_f_n.png
963,Finizen,,Water,,70,45,40,45,40,75,9,poke_icon_0963_000_mf_n_00000000_f_n.png,poke_icon_sh_0963_000_mf_n_00000000_f_n.png
964,Palafin,Zero Form,Water,,100,70,72,53,62,100,9,poke_icon_0964_001_mf_n_00000000_f_n.png,poke_icon_sh_0964_001_mf_n_00000000_f_n.png
964,Palafin,Hero Form,Water,,100,160,97,106,87,100,9,poke_icon_0964_000_mf_n_00000000_f_n.png,poke_icon_sh_0964_000_mf_n_00000000_f_n.png
965,Varoom,,Steel,Poison,45,70,63,30,45,47,9,poke_icon_0965_000_mf_n_00000000_f_n.png,poke_icon_sh_0965_000_mf_n_00000000_f_n.png
966,Revavroom,,Steel,Poison,80,119,90,54,67,90,9,poke_icon_0966_000_mf_n_00000000_f_n.png,poke_icon_sh_0966_000_mf_n_00000000_f_n.png
967,Cyclizar,,Dragon,Normal,70,95,65,85,65,121,9,poke_icon_0967_000_mf_n_00000000_f_n.png,poke_icon_sh_0967_000_mf_n_00000000_f_n.png
968,Orthworm,,Steel,,70,85,145,60,55,65,9,poke_icon_0968_000_mf_n_00000000_f_n.png,poke_icon_sh_0968_000_mf_n_00000000_f_n.png
969,Glimmet,,Rock,Poison,48,35,42,105,60,60,9,poke_icon_0969_000_mf_n_00000000_f_n.png,poke_icon_sh_0969_000_mf_n_00000000_f_n.png
970,Glimmora,,Rock,Poison,83,55,90,130,81,86,9,poke_icon_0970_000_mf_n_00000000_f_n.png,poke_icon_sh_0970_000_mf_n_00000000_f_n.png
971,Greavard,,Ghost,,50,61,60,30,55,34,9,poke_icon_0971_000_mf_n_00000000_f_n.png,poke_icon_sh_0971_000_mf_n_00000000_f_n.png
972,Houndstone,,Ghost,,72,101,100,50,97,68,9,poke_icon_0972_000_mf_n_00000000_f_n.png,poke_icon_sh_0972_000_mf_n_00000000_f_n.png
973,Flamigo,,Flying,Fighting,82,115,74,75,64,90,9,poke_icon_0973_000_mf_n_00000000_f_n.png,poke_icon_sh_0973_000_mf_n_00000000_f_n.png
974,Cetoddle,,Ice,,108,68,45,30,40,43,9,poke_icon_0974_000_mf_n_00000000_f_n.png,poke_icon_sh_0974_000_mf_n_00000000_f_n.png
975,Cetitan,,Ice,,170,113,65,45,55,73,9,poke_icon_0975_000_mf_n_00000000_f_n.png,poke_icon_sh_0975_000_mf_n_00000000_f_n.png
976,Veluza,,Water,Psychic,90,102,73,78,65,70,9,poke_icon_0976_000_mf_n_00000000_f_n.png,poke_icon_sh_0976_000_mf_n_00000000_f_n.png
977,Dondozo,,Water,,150,100,115,65,65,35,9,poke_icon_0977_000_mf_n_00000000_f_n.png,poke_icon_sh_0977_000_mf_n_00000000_f_n.png
978,Tatsugiri,Curly Form,Dragon,Water,68,50,60,120,95,82,9,poke_icon_0978_000_mf_n_00000000_f_n.png,poke_icon_sh_0978_000_mf_n_00000000_f_n.png
978,Tatsugiri,Droopy Form,Dragon,Water,68,50,60,120,95,82,9,poke_icon_0978_001_mf_n_00000000_f_n.png,poke_icon_sh_0978_001_mf_n_00000000_f_n.png
978,Tatsugiri,Stretchy Form,Dragon,Water,68,50,60,120,95,82,9,poke_icon_0978_002_mf_n_00000000_f_n.png,poke_icon_sh_0978_002_mf_n_00000000_f_n.png
979,Annihilape,,Fighting,Ghost,110,115,80,50,90,90,9,poke_icon_0979_000_mf_n_00000000_f_n.png,poke_icon_sh_0979_000_mf_n_00000000_f_n.png
980,Clodsire,,Poison,Ground,130,75,60,45,100,20,9,poke_icon_0980_000_mf_n_00000000_f_n.png,poke_icon_sh_0980_000_mf_n_00000000_f_n.png
981,Farigiraf,,Normal,Psychic,120,90,70,110,70,60,9,poke_icon_0981_000_mf_n_00000000_f_n.png,poke_icon_sh_0981_000_mf_n_00000000_f_n.png
982,Dudunsparce,Two-Segment Form,Normal,,125,100,80,85,75,55,9,poke_icon_0982_001_mf_n_00000000_f_n.png,poke_icon_sh_0982_001_mf_n_00000000_f_n.png
982,Dudunsparce,Three-Segment Form,Normal,,125,100,80,85,75,55,9,poke_icon_0982_000_mf_n_00000000_f_n.png,poke_icon_sh_0982_000_mf_n_00000000_f_n.png
983,Kingambit,,Dark,Steel,100,135,120,60,85,50,9,poke_icon_0983_000_mf_n_00000000_f_n.png,poke_icon_sh_0983_000_mf_n_00000000_f_n.png
984,Great Tusk,,Ground,Fighting,115,131,131,53,53,87,9,poke_icon_0984_000_uk_n_00000000_f_n.png,poke_icon_sh_0984_000_uk_n_00000000_f_n.png
985,Scream Tail,,Fairy,Psychic,115,65,99,65,115,111,9,poke_icon_0985_000_uk_n_00000000_f_n.png,poke_icon_sh_0985_000_uk_n_00000000_f_n.png
986,Brute Bonnet,,Grass,Dark,111,127,99,79,99,55,9,poke_icon_0986_000_uk_n_00000000_f_n.png,poke_icon_sh_0986_000_uk_n_00000000_f_n.png
987,Flutter Mane,,Ghost,Fairy,55,55,55,135,135,135,9,poke_icon_0987_000_uk_n_00000000_f_n.png,poke_icon_sh_0987_000_uk_n_00000000_f_n.png
988,Slither Wing,,Bug,Fighting,85,135,79,85,105,81,9,poke_icon_0988_000_uk_n_00000000_f_n.png,poke_icon_sh_0988_000_uk_n_00000000_f_n.png
989,Sandy Shocks,,Electric,Ground,85,81,97,121,85,101,9,poke_icon_0989_000_uk_n_00000000_f_n.png,poke_icon_sh_0989_000_uk_n_00000000_f_n.png
990,Iron Treads,,Ground,Steel,90,112,120,72,70,106,9,poke_icon_0990_000_uk_n_00000000_f_n.png,poke_icon_sh_0990_000_uk_n_00000000_f_n.png
991,Iron Bundle,,Ice,Water,56,80,114,124,60,136,9,poke_icon_0991_000_uk_n_00000000_f_n.png,poke_icon_sh_0991_000_uk_n_00000000_f_n.png
992,Iron Hands,,Fighting,Electric,154,140,108,50,68,50,9,poke_icon_0992_000_uk_n_00000000_f_n.png,poke_icon_sh_0992_000_uk_n_00000000_f_n.png
993,Iron Jugulis,,Dark,Flying,94,80,86,122,80,108,9,poke_icon_0993_000_uk_n_00000000_f_n.png,poke_icon_sh_0993_000_uk_n_00000000_f_n.png
994,Iron Moth,,Fire,Poison,80,70,60,140,110,110,9,poke_icon_0994_000_uk_n_00000000_f_n.png,poke_icon_sh_0994_000_uk_n_00000000_f_n.png
995,Iron Thorns,,Rock,Electric,100,134,110,70,84,72,9,poke_icon_0995_000_uk_n_00000000_f_n.png,poke_icon_sh_0995_000_uk_n_00000000_f_n.png
996,Frigibax,,Dragon,Ice,65,75,45,35,45,55,9,poke_icon_0996_000_mf_n_00000000_f_n.png,poke_icon_sh_0996_000_mf_n_00000000_f_n.png
997,Arctibax,,Dragon,Ice,90,95,66,45,65,62,9,poke_icon_0997_000_mf_n_00000000_f_n.png,poke_icon_sh_0997_000_mf_n_00000000_f_n.png
998,Baxcalibur,,Dragon,Ice,115,145,92,75,86,87,9,poke_icon_0998_000_mf_n_00000000_f_n.png,poke_icon_sh_0998_000_mf_n_00000000_f_n.png
999,Gimmighoul,Chest Form,Ghost,,45,30,70,75,70,10,9,poke_icon_0999_000_uk_n_00000000_f_n.png,poke_icon_sh_0999_000_uk_n_00000000_f_n.png
999,Gimmighoul,Roaming Form,Ghost,,45,30,25,75,45,80,9,poke_icon_0999_001_uk_n_00000000_f_n.png,poke_icon_sh_0999_001_uk_n_00000000_f_n.png
1000,Gholdengo,,Steel,Ghost,87,60,95,133,91,84,9,poke_icon_1000_000_uk_n_00000000_f_n.png,poke_icon_sh_1000_000_uk_n_00000000_f_n.png
1001,Wo-Chien,,Dark,Grass,85,85,100,95,135,70,9,poke_icon_1001_000_uk_n_00000000_f_n.png,poke_icon_sh_1001_000_uk_n_00000000_f_n.png
1002,Chien-Pao,,Dark,Ice,80,120,80,90,65,135,9,poke_icon_1002_000_uk_n_00000000_f_n.png,poke_icon_sh_1002_000_uk_n_00000000_f_n.png
1003,Ting-Lu,,Dark,Ground,155,110,125,55,80,45,9,poke_icon_1003_000_uk_n_00000000_f_n.png,poke_icon_sh_1003_000_uk_n_00000000_f_n.png
