,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
21878,21364,21364,0CfQ8hT96TCe8htXMwptJo,DeeWunn;Marcy Chin,Mek It Bunx Up (feat. Marcy Chin),Mek It Bunx Up (feat. Marcy Chin),48,215700,Explicit,0.947,0.806,11,-4.191,0,0.296,0.00815,0.0,0.0811,0.634,99.999,4,dancehall
21879,28561,28561,6b6HudhUkFIvlDjyuhiEBE,Sikdope;LOUD ABOUT US!,Slow It Down,Slow It Down,48,188800,Explicit,0.534,0.904,11,-4.159,0,0.0712,0.00541,0.647,0.158,0.0999,149.883,4,dub
21947,44668,44668,2G46YgY00x0JN7ou4mupqr,Blue October,Foiled For The Last Time,Hate Me,48,380053,Explicit,0.458,0.684,4,-5.664,0,0.0335,0.506,0.0,0.0947,0.198,92.648,4,grunge
21999,55532,55532,3jtW19tQGOBnp8gAAOWHaD,Silent Ocean;Sanish Nair;Ravikiran,Ye Tune Kya Kiya Lofi Flip,Ye Tune Kya Kiya Lofi Flip,48,201430,Explicit,0.42,0.307,2,-15.579,0,0.0313,0.871,0.000136,0.344,0.185,87.033,4,indian
22050,43968,43968,0fMIhVO47aLOTwYgizGmPc,Five Finger Death Punch,A Decade of Destruction Vol. 2,I Refuse,48,218788,Explicit,0.514,0.849,11,-5.668,1,0.06,0.0479,0.0,0.0951,0.365,154.992,4,groove
22051,15840,15840,0GOqNgtK1cXVpVks6oDRW6,Dylan Sitts;HDBeenDope,For The Record (Dylan Sitts Remix),For The Record (Dylan Sitts Remix),48,141369,Explicit,0.866,0.407,9,-10.237,1,0.149,0.106,0.0011,0.497,0.305,145.971,4,chill
22079,112055,112055,4cXiHCkyfMiDrPbPk0f3rA,Ais Ezhel;Dj Suppa,3 Gün,3 Gün,48,384078,Explicit,0.778,0.589,9,-8.459,0,0.121,0.214,0.0111,0.105,0.455,89.985,4,turkish
22085,112069,112069,4O63KQiapr34KezOXfJlth,Şehinşah;DJ Artz,DEEV (Deluxe Edition),Plüton (feat. DJ Artz),48,263239,Explicit,0.687,0.805,7,-7.45,1,0.341,0.261,0.0,0.104,0.613,89.991,4,turkish
22086,112079,112079,47H1TH4VS8LRdgyOZWM96l,Şehinşah,Kunteper,Kunteper,48,230400,Explicit,0.875,0.688,3,-6.289,0,0.283,0.61,0.0,0.141,0.696,150.043,4,turkish
22088,112084,112084,2rJZkXH2XwFqQTKpjOb1Cn,Hidra,08-13,Karıncalar,48,180923,Explicit,0.728,0.538,7,-11.973,1,0.167,0.129,0.0,0.491,0.339,89.993,4,turkish
22094,15961,15961,4RfhCB13UBa5iWdj3pSLvX,Keepitinside,caffeine and dopamine,caffeine and dopamine,48,150857,Explicit,0.716,0.674,1,-7.801,1,0.132,0.0122,1.28e-05,0.0948,0.31,140.019,4,chill
22104,94496,94496,7LBwwQJZChGm4904z8ZXgU,Powfu;Jomie;Skinny Atlas,drinking under the streetlights,future diary (feat. Jomie & Skinny Atlas),48,168965,Explicit,0.57,0.572,0,-6.439,1,0.0324,0.567,0.0,0.422,0.671,86.993,4,sad
22106,94524,94524,2SaMMF3gwdwTjWuR44LETg,Powfu,sleeping on the floor,sleeping on the floor,48,153802,Explicit,0.644,0.442,1,-9.423,1,0.123,0.829,0.0,0.135,0.574,142.026,4,sad
22117,94607,94607,4WvApvScQ8ofzDIqgpScmb,Eric Reprid,June Blues,June Blues,48,187964,Explicit,0.941,0.551,1,-5.659,0,0.0534,0.331,2.97e-05,0.106,0.702,98.014,4,sad
22120,94620,94620,6jUzV98Umr2CJ8bT5Gq9XG,Ollie,Sunsets & Goodbyes,bad vibes,48,130409,Explicit,0.907,0.389,11,-12.132,1,0.303,0.792,0.00024,0.105,0.549,133.084,4,sad
22121,94623,94623,49JuBQEJhVZv0uAs2wpjwE,Powfu;Nuxe;Snøw,All Again,All Again,48,147840,Explicit,0.722,0.58,5,-8.242,0,0.046,0.757,1.51e-06,0.335,0.359,125.092,4,sad
22129,94200,94200,28Yh1Ky5mp9TVmoEC9Al0d,KevGee,DayDream Tape,Dolce N Gabbana,48,77439,Explicit,0.954,0.177,8,-14.244,0,0.411,0.486,0.421,0.163,0.529,123.992,4,sad
22161,94941,94941,1qcPBtzrfuWW2TZPVPPopo,Sik World,My Rise,My Rise,48,196782,Explicit,0.876,0.675,2,-7.655,0,0.228,0.296,0.0,0.106,0.0753,119.905,4,sad
22170,94983,94983,5nMTWDeBtWEaeJbejhu7Jp,Stract;Shiloh Dynasty,Distractions,Tell Me Why I'm Waiting,48,160952,Explicit,0.905,0.253,5,-15.416,0,0.331,0.813,0.0138,0.07,0.374,125.945,4,sad
22188,94703,94703,6R7aYkUA3PXWPOann5KLUf,Ollie,Shot Me Down,Shot Me Down,48,200837,Explicit,0.779,0.335,0,-11.08,0,0.254,0.742,0.0,0.0932,0.51,62.482,4,sad
22190,94744,94744,1aeSH6HtIxdHY9LafFRCfE,Lxst,Lost,Sun Kissed,48,180705,Explicit,0.719,0.521,1,-9.173,0,0.0625,0.413,0.0,0.169,0.389,85.029,4,sad
22194,94780,94780,6eJXCwns9qtFQFRfSOQ5rH,Thekidszn;Jordan Knows,Ride For Me,Ride For Me,48,107200,Explicit,0.654,0.673,5,-6.537,0,0.0688,0.224,0.0,0.0948,0.722,75.001,4,sad
22316,58853,58853,6DDZWd2rlvdK2h0q1dNjye,Marilyn Manson,WE ARE CHAOS,WE ARE CHAOS,48,240213,Explicit,0.373,0.857,0,-3.546,1,0.0528,0.000999,0.00138,0.408,0.235,137.084,4,industrial
22323,58649,58649,4EHv5m2D0zDYYAu4xZoYwm,Death Grips,Year Of The Snitch,Death Grips Is Online,48,211661,Explicit,0.522,0.962,6,-4.814,1,0.0765,0.00388,0.0528,0.406,0.415,146.392,4,industrial
22328,37615,37615,1hB4340DP1nnBmfWn37uTN,509-E;Dexter;Afro-X,Provérbios 13,Saudades Mil,48,526026,Explicit,0.624,0.589,2,-6.669,1,0.281,0.302,0.0,0.124,0.78,76.847,4,funk
22369,18500,18500,5orUhwRVuVCtRYxg3FzidD,The Lonely Island;Justin Timberlake;Lady Gaga,The Wack Album,3-Way (The Golden Rule),48,171026,Explicit,0.736,0.747,6,-5.398,0,0.185,0.0762,0.0,0.312,0.574,89.99,4,comedy
22376,58353,58353,6Ucjy0z1uO111RCUVXqhnn,Death Grips,The Money Store,Punk Weight,48,204240,Explicit,0.368,0.95,2,-4.521,1,0.329,0.0301,4.59e-06,0.384,0.616,130.568,4,industrial
22386,6266,6266,05Z98vhPXAgQpqJALbSebN,Behemoth,Opvs Contra Natvram,Malaria Vvlgata,48,138290,Explicit,0.397,0.992,2,-4.302,1,0.155,5.93e-06,0.00378,0.706,0.176,119.102,4,black-metal
22403,36950,36950,779jUckoYttWLL7FYTZpRx,Rilès,WELCOME TO THE JUNGLE (Deluxe),I LOVE YOU,48,173583,Explicit,0.847,0.424,6,-9.595,0,0.132,0.441,4.3e-06,0.098,0.278,97.991,4,french
22430,37456,37456,4atuUpMdGfq9JeRI6OQxM7,Pk;Orochi;Felp 22;Adamovich;Marginal Supply;Medellin,Marginais Acústico #1,Marginais Acústico #1,48,226730,Explicit,0.705,0.604,4,-8.979,0,0.231,0.568,0.0,0.0971,0.691,89.016,4,funk
22433,37465,37465,4XYxoxG8yKTA3gKihxOiIZ,Tz da Coronel;PL ATL,Carro Bicho,Carro Bicho,48,130098,Explicit,0.735,0.551,11,-9.129,0,0.125,0.00983,0.0,0.0928,0.349,101.086,4,funk
22434,37479,37479,3MCVvyB0VJ06E0xqlN1aKb,Mc Vzs;Dj Chaves,Entra a Paz e a Guerra,Entra a Paz e a Guerra,48,132134,Explicit,0.747,0.237,4,-6.681,1,0.492,0.0583,0.0,0.556,0.477,119.054,4,funk
22436,37506,37506,7qV64D06LiaAKbVEWhQG6v,DJ CARAI;DJ Luan Qr,Rave Low,Rave Low,48,145787,Explicit,0.813,0.946,10,-1.832,0,0.169,0.182,0.00112,0.181,0.444,134.967,4,funk
22438,37527,37527,5BP7nEs9ZwcQVF564vMTol,Kyan;Mu540,Tropa da Lacoste,Tropa da Lacoste,48,142392,Explicit,0.916,0.395,6,-13.846,0,0.488,0.0963,0.0,0.107,0.781,134.062,4,funk
22439,37425,37425,7ob56J7oycNWZP29dTVVPF,Mc Davi;Gaab;Mc Don Juan,Nada Vai Superar Você,Nada Vai Superar Você,48,333176,Explicit,0.536,0.707,6,-4.774,1,0.0745,0.145,0.0,0.0869,0.614,170.084,4,funk
22440,37538,37538,5JXvoEZEgcU8In4etecfrh,MC Igão;MC Meno K;Dj Chulo,Que Saudade Que Eu To,Que Saudade Que Eu To,48,151384,Explicit,0.73,0.499,1,-2.584,1,0.119,0.161,0.0,0.101,0.721,82.16,5,funk
22442,37543,37543,2HIMujBUlwl3TXK1BoAhxo,Tz da Coronel;CalliCartel,É o Trem!,Show do Milhão,48,116104,Explicit,0.665,0.453,5,-6.736,0,0.119,0.379,0.0,0.217,0.257,59.748,4,funk
22447,37575,37575,4UWCqKIWKAmdahy3X4xDkA,Kyan;Mu540,Trap de Cria,Trap de Cria,48,117867,Explicit,0.815,0.459,7,-10.519,1,0.335,0.247,6.59e-05,0.0857,0.664,175.045,4,funk
22468,37407,37407,3G79AJm9H5lKnngSgBT21L,Mc Davi;Cynthia Luz;Felipe Flip;Pedro Lotto;Paiva Prod,Ela Tá Que Tá,Ela Tá Que Tá,48,206829,Explicit,0.75,0.418,0,-10.011,1,0.0496,0.128,0.0,0.128,0.253,123.007,4,funk
22471,37415,37415,48zE1jY1K1oqjpD3G6UGfH,MC Cabelinho;Ajaxx,OUTRO PATAMAR,OUTRO PATAMAR,48,206608,Explicit,0.795,0.665,7,-5.419,0,0.101,0.694,0.0,0.163,0.481,114.905,4,funk
22503,87244,87244,1PYCOTJ2g3WJkFsgLlzIEW,Mariano Barba,De Parranda Con Mariano Barba,El Mono de Alambre - Versión Original,48,185133,Explicit,0.807,0.714,8,-5.272,1,0.0502,0.512,0.0,0.0638,0.966,108.834,4,r-n-b
22529,111400,111400,2ixabSVbccs9np9r5CpbWW,FKA twigs;Headie One;Fred again..,Don't Judge Me,Don't Judge Me,48,213679,Explicit,0.61,0.625,9,-8.393,0,0.38,0.454,0.0043,0.109,0.236,96.063,4,trip-hop
22546,110766,110766,4DFPLQ1A5VX3XJ2EdX4RzU,Tiësto;Dzeko;Preme;Post Malone;Keanu Silva,"Jackie Chan (Remixes, Vol. 2)",Jackie Chan - Keanu Silva Remix,48,155324,Explicit,0.885,0.869,6,-4.939,1,0.0552,0.00211,7.85e-06,0.0325,0.702,126.005,4,trance
22548,72505,72505,3D0MA3iSnhkVpt0P2o45vu,The Plot In You,Swan Song,Enemy,48,220000,Explicit,0.328,0.716,0,-5.823,1,0.073,0.00182,0.0162,0.326,0.26,69.694,4,metalcore
22570,18101,18101,2rKPqxCmMQ68wYV1ArFvNy,Lil Dicky;GaTa,"We Good (From The TV Show ""DAVE"")","We Good (From The TV Show ""DAVE"")",48,167676,Explicit,0.652,0.574,7,-7.62,1,0.0638,0.0166,0.0,0.133,0.299,80.996,4,comedy
22572,18057,18057,5rRMux9vrgG0HAnW8AgFCt,Pink Guy,Pink Season,Nickelodeon Girls,48,188546,Explicit,0.735,0.812,1,-1.238,1,0.128,0.351,0.0,0.261,0.31,106.33,4,comedy
22575,39366,39366,5NvnwpxWNjmlzIwXbFYeAk,Takt32,Sozialer Abwärtsvergleich,Schwarze Augen,48,195555,Explicit,0.767,0.577,3,-6.233,0,0.0835,0.132,0.0,0.108,0.435,134.872,4,german
22591,72956,72956,2zCwpuQuSzm2Mk7h7JYNtS,Bullet For My Valentine,Omen,Omen,48,233325,Explicit,0.414,0.951,7,-6.261,1,0.0674,4.23e-06,0.000596,0.34,0.214,127.552,4,metalcore
22602,72713,72713,5fI7BQ3NERlq6YdldHVQqz,The Plot In You,DISPOSE,RIGGED,48,260826,Explicit,0.558,0.583,6,-6.445,1,0.0488,0.00303,0.000287,0.142,0.169,119.988,4,metalcore
22606,72806,72806,4KWq6RMruDDwjzYBBpUi7c,Bullet For My Valentine,Stitches,Stitches,48,301426,Explicit,0.547,0.941,1,-4.631,1,0.0824,5.72e-06,0.000756,0.323,0.331,100.007,4,metalcore
22642,28869,28869,2GbInmkrrUOSG0Q57gt2Na,Black Tiger Sex Machine;Riot Ten;Thrashout,Out Of My Head,Out Of My Head,48,163941,Explicit,0.368,0.657,2,-3.362,0,0.0425,0.0352,8.37e-05,0.179,0.0803,170.312,4,dub
22672,29232,29232,68Gszh9enogLwJUbTcjjWe,Crankdat;Tisoki,Wobble,Wobble,48,188000,Explicit,0.623,0.985,1,-0.319,1,0.111,0.018,0.0973,0.354,0.561,150.01,4,dubstep
22677,28658,28658,3tfxzJZYkX0pyruhffxcl1,Riot Ten;H&D,Money Walk,Money Walk,48,179252,Explicit,0.817,0.781,2,-6.28,1,0.254,0.0111,0.0,0.0971,0.278,75.076,4,dub
22680,32312,32312,7IVzMMlDsh4W4mIavGdKi0,Yellow Claw;Dirty Audio;Bok Nero,No Limit,No Limit,48,180800,Explicit,0.452,0.994,2,-2.514,1,0.0773,0.0012,0.147,0.503,0.275,149.965,4,electronic
22682,5634,5634,5lNTrtoX1Q2VJ9V8ZyXWOf,Rustage;Louverture;The Kevin Bennett,Upgrade (Cyberpunk: Edgerunners),Upgrade (Cyberpunk: Edgerunners),48,187757,Explicit,0.703,0.924,0,-4.334,0,0.211,0.515,0.0,0.0911,0.759,159.845,4,anime
22761,10172,10172,6UiDSIFkHMOhW8QxbccGb9,The Prodigy,Music for the Jilted Generation,Poison,48,402466,Explicit,0.56,0.95,11,-5.99,0,0.129,0.0498,0.0864,0.124,0.228,103.993,4,breakbeat
22778,5490,5490,2qjM3qghmU9gU2BvNQlIav,Rustage;Frazer,Joker (Gotham City),Joker (Gotham City),48,193921,Explicit,0.813,0.9,6,-5.012,0,0.282,0.297,0.0,0.232,0.316,95.0,4,anime
22820,58702,58702,6dxm3Z8U4lOJTWo6cGVDCR,Death Grips,The Powers That B,Billy Not Really,47,228781,Explicit,0.304,0.923,5,-4.005,0,0.43,0.129,0.0,0.623,0.468,150.795,4,industrial
22824,21902,21902,2isb6crrhgFJ3zxBFa5fXG,Sarz;WurlD,I LOVE GIRLS WITH TROBUL,MAD,47,238016,Explicit,0.724,0.707,5,-4.11,1,0.0577,0.154,0.00941,0.169,0.285,101.992,4,dancehall
22829,18054,18054,6TrZ8mGusevBllV2kpDLxV,Pink Guy,Pink Season,We Fall Again,47,102093,Explicit,0.65,0.29,0,-17.496,1,0.247,0.844,0.0,0.15,0.238,76.778,4,comedy
22839,72485,72485,5b7PFsHhtWAFV2AZC869Mf,Lamb of God,Sacrament,Again We Rise,47,270440,Explicit,0.431,0.994,2,-3.743,1,0.153,9.12e-05,3.3e-05,0.115,0.0617,110.268,4,metalcore
22842,97462,97462,2QXpf8OQ3YOJ6ATTTeNrOJ,Daniel,Daniel - O Menino da Porteira,Arribada,47,215120,Explicit,0.415,0.439,4,-5.403,1,0.0291,0.63,0.0,0.136,0.548,179.53,4,sertanejo
22852,22763,22763,2o3OUVwsBPBypjRQObZsVj,Within Destruction,Lotus,Lotus,47,212858,Explicit,0.33,0.97,8,-4.042,1,0.182,2.77e-05,0.000117,0.355,0.251,82.862,4,death-metal
22862,58752,58752,5CPC6pA58SIDKwyje76vBR,JPEGMAFIA,LP!,END CREDITS!,47,115044,Explicit,0.498,0.942,8,-2.535,1,0.056,0.0108,0.0,0.269,0.224,111.916,4,industrial
22981,18056,18056,4Exknuth94DX8UKqaoxKoj,Pink Guy,Pink Season,Dumplings,47,138946,Explicit,0.87,0.64,8,-5.228,1,0.0511,0.00175,0.00403,0.0938,0.0634,128.007,4,comedy
22993,21814,21814,4S0UUI7C5TRoktM4gnkh06,Shatta Wale,ON GOD,ON GOD,47,195056,Explicit,0.64,0.542,5,-10.288,0,0.508,0.603,0.0,0.137,0.578,123.222,5,dancehall
23006,15933,15933,6V51uUttUn0l3Q4duRxZTq,fenekot,Payphone,Payphone,47,115695,Explicit,0.574,0.411,4,-9.587,1,0.0685,0.925,0.000478,0.144,0.0764,93.934,4,chill
23016,29605,29605,7BXxWRoGwvz5LK2n59yCyd,Zomboy;rx Soul,Born To Survive,Born To Survive,47,238500,Explicit,0.486,0.942,1,-1.644,1,0.204,0.0016,0.0052,0.256,0.284,75.376,4,dubstep
23041,39364,39364,30nzF4EPNLlZgTcyLeRJQR,Selmon;Bausa,Molly,Molly,47,159822,Explicit,0.817,0.679,1,-6.469,1,0.174,0.0256,3.51e-06,0.0719,0.349,154.972,4,german
23058,72919,72919,3I0sLAfseLWFkRtGKxmrCc,Bring Me The Horizon;Lights,There is a Hell Believe Me I've Seen It. There is a Heaven Let's Keep it a Secret,Crucify Me (feat. Lights),47,379520,Explicit,0.345,0.898,8,-6.145,1,0.143,0.000507,0.00447,0.106,0.0456,102.463,4,metalcore
23078,46802,46802,2X0EGmTKTnPXyRFaNf1Kjs,Dj Mad Dog,Till I Die Vol.1,XTC - Radio Edit,47,168720,Explicit,0.551,0.966,7,-2.559,1,0.141,0.00453,0.000685,0.102,0.0538,174.058,4,happy
23123,9438,9438,50KzUnn80DNmBJJPx0Rynn,Sabotage;Sombra;Bastardo,Rap É Compromisso (Edição Comemorativa),Cocaína,47,298653,Explicit,0.901,0.708,1,-7.171,0,0.27,0.133,0.0,0.171,0.805,90.978,4,brazil
23127,28183,28183,2qy2OOLaDp9gUHXeKozBxn,Highlnd,Hangover Heartache,Hangover Heartache,47,202213,Explicit,0.584,0.714,0,-3.808,0,0.223,0.391,0.0,0.299,0.741,139.777,4,dub
23171,29680,29680,091NiGWv2nTM8pnOEXZR6T,Sullivan King;Calcium,Sleep (with Calcium),Sleep (with Calcium),47,214631,Explicit,0.361,0.877,1,-1.389,1,0.0703,0.000707,0.0,0.134,0.137,73.94,4,dubstep
23178,55565,55565,4SjCFYcyUxsitFDpVINqxA,Seedhe Maut;Sez on the Beat,Nayaab,Anaadi,47,198870,Explicit,0.881,0.575,0,-8.106,1,0.246,0.116,0.0,0.318,0.396,123.989,4,indian
23204,27452,27452,1v2Ad22YIDj43KALniUMA7,Netsky;Macklemore;Digital Farm Animals,Rio (feat. Macklemore & Digital Farm Animals) [Remix],Rio (feat. Macklemore & Digital Farm Animals) - Remix,47,205320,Explicit,0.614,0.92,0,-5.187,1,0.0532,0.0114,1.83e-05,0.0987,0.158,86.542,4,drum-and-bass
23227,22260,22260,6qyjlMANn1diSEIlXQLm50,Dying Fetus,Compulsion for Cruelty,Compulsion for Cruelty,47,277996,Explicit,0.316,0.92,11,-5.179,0,0.0668,0.00275,0.694,0.126,0.351,90.167,4,death-metal
23239,22259,22259,07zQA8UkyxpmnRhPjHOVOB,Behemoth,The Satanist,Blow Your Trumpets Gabriel,47,265440,Explicit,0.175,0.945,6,-4.632,1,0.0832,0.000226,0.0056,0.285,0.169,118.282,4,death-metal
23289,74103,74103,7qOUyZN0hKd9f1a4f2TWCD,IVYSON;Templo Sonoro,Poemas Para Quem Chora,Sina,47,221995,Explicit,0.703,0.347,2,-10.079,1,0.0552,0.593,1.54e-06,0.163,0.385,127.897,4,mpb
23303,2662,2662,3QI2FbgxMG42vJjqNEHOP3,O Rappa,7 Vezes,Em busca do porrão - Versão 2,47,312280,Explicit,0.652,0.57,5,-9.013,0,0.0259,0.638,0.00815,0.154,0.78,92.978,4,alt-rock
23340,37409,37409,4geFAtUdYY2IG35eLVr5CY,Mc Davi,Surtada,Surtada,47,183000,Explicit,0.564,0.49,2,-6.011,0,0.045,0.407,2.62e-06,0.263,0.411,129.038,4,funk
23351,29402,29402,0adOv7C57abcznr40leSHx,Eptic;MARAUDA,Wall Of Death,Wall Of Death,47,168960,Explicit,0.617,0.957,8,-3.15,1,0.173,0.0165,0.00128,0.208,0.109,125.039,4,dubstep
23357,19695,19695,6nSPmeeGu3GFssIk4UnDYw,Koe Wetzel,Sellout,Crying From The Bathroom,47,259174,Explicit,0.322,0.457,9,-7.685,1,0.0321,0.292,1.51e-05,0.0639,0.0729,143.841,4,country
23457,6426,6426,3wEYSq5lEMivJmKUDKPJGn,Behemoth,Opvs Contra Natvram,Ov My Herculean Exile,47,283791,Explicit,0.411,0.937,4,-5.001,0,0.0571,1.94e-05,0.0245,0.153,0.225,110.972,3,black-metal
23474,29263,29263,6BRtWlr1VmsiPjIFnvg9Qv,Krewella,New World Pt. 1,Calm Down,47,190077,Explicit,0.708,0.475,1,-6.402,0,0.0403,0.229,1.17e-05,0.0465,0.162,124.846,4,dubstep
23531,29442,29442,5smthiQvz7Nn5IKIy6d38W,GG Magree;Royal & the Serpent,Dichotomy,BITCH,47,221028,Explicit,0.415,0.769,4,-5.756,0,0.0497,0.107,1.11e-06,0.129,0.14,159.93,4,dubstep
23544,37593,37593,2Lv8YAE0aVRaa4oBqPstSN,DJ KS SHEIK,AVENTURA NA IGREJINHA OO2,AVENTURA NA IGREJINHA OO2,47,249461,Explicit,0.67,0.519,7,-5.731,1,0.554,0.459,0.00496,0.107,0.447,79.589,4,funk
23548,60908,60908,6gt4crRNZ5Soua4BP52HXv,Spice,Needle Eye - Single,Needle Eye,47,185626,Explicit,0.655,0.745,1,-4.683,0,0.453,0.68,0.0,0.104,0.773,95.596,4,j-dance
23550,37612,37612,3OIzbnBlkSnfCNb4Xh1k5k,Xamã;Bagua Records;Neo Beats,Zodíaco,Virgem,47,173793,Explicit,0.894,0.403,3,-7.567,1,0.0916,0.412,2.44e-06,0.111,0.609,100.051,4,funk
23555,37631,37631,4jSnDdlp89RGYD5m7hwRge,Mc Roginho;Raphaela Santos,Sem Você Tá Foda,Sem Você Tá Foda,47,166504,Explicit,0.739,0.748,10,-5.287,0,0.0463,0.509,0.0,0.107,0.695,145.167,4,funk
23559,37614,37614,22K3jhzhPwH3TatxENt49A,Felp 22;JP Diazz;Medellin,Ouro Rosé,Ouro Rosé,47,146822,Explicit,0.748,0.689,7,-5.981,1,0.06,0.0537,0.0,0.243,0.355,120.026,4,funk
23563,37616,37616,5uXpxJJhRe5WxL6oLN9AfX,Xamã;Bagua Records;Neo Beats,Zodíaco,Áries,47,152068,Explicit,0.723,0.653,7,-4.653,1,0.315,0.0426,0.0,0.098,0.792,137.1,4,funk
23618,37573,37573,64XhWxwgpjs4OtTgOlBfZt,DJ Arthur ZL,MONTAGEM COCOTA FEIA PRA CARALHO,MONTAGEM COCOTA FEIA PRA CARALHO,47,192075,Explicit,0.843,0.976,5,0.83,0,0.293,0.31,0.0,0.439,0.747,130.043,4,funk
23620,37414,37414,3XsnWRMGM7gooBbdY6huSr,DJ Lg do Sf;GORDÃO DO PC;DJ 2K DO TAQUARIL;MC Garoto;Mc Leozin,Bebel,Bebel,47,132048,Explicit,0.874,0.616,9,-0.079,1,0.0602,0.691,0.00106,0.139,0.803,129.811,4,funk
23629,44614,44614,2cZXlLwkRmDww37tbEygXl,Linkin Park,The Hunting Party,Keys to the Kingdom,47,218546,Explicit,0.395,0.976,7,-4.553,1,0.137,0.00735,0.000222,0.379,0.334,184.011,4,grunge
23633,37472,37472,7zP88D5LLxtm5HXfcLwuDO,MC Neguinho do Kaxeta;Mc Huguinho,"Fé, Prego e Maderite","Fé, Prego e Maderite",47,224184,Explicit,0.649,0.468,6,-11.423,0,0.271,0.265,0.0,0.0921,0.47,131.925,4,funk
23656,107552,107552,5cB9BlseQteklXaJjRtZti,Tove Lo,Lady Wood,Lady Wood,47,216659,Explicit,0.647,0.6,7,-8.02,0,0.135,0.337,0.000945,0.11,0.157,119.929,4,synth-pop
23681,5729,5729,7FJpJzejeKMhBVVqkfUFHB,Daddyphatsnaps,Sukuna Rap (King Me),Sukuna Rap (King Me),47,198000,Explicit,0.776,0.67,8,-9.604,1,0.144,0.133,0.0,0.376,0.37,137.921,4,anime
23689,37544,37544,21yb68q7yxmUVDdMzp3kDu,Dj Tg Da Inestan;DJ PH DA SERRA;Dj Wesley Gonzaga;Dj Nattan;Dj Luizin;DJ João da Inestan,Meu Cotiadiano,Meu Cotiadiano,47,131369,Explicit,0.873,0.396,4,-6.494,1,0.505,0.617,0.0,0.0855,0.558,86.517,5,funk
23694,83822,83822,7gq9Mo03Zr417T2C5sgR03,Matisse & Sadko;Aspyer;Matluck,Don't Tell Me,Don’t Tell Me,47,173571,Explicit,0.597,0.785,4,-3.219,0,0.04,0.113,0.0,0.336,0.575,126.002,4,progressive-house
23696,37536,37536,3CgbPnDAJxz43kjGs4NMZY,Mc Felipe Boladão,Bonde do Tony Country,Bonde do Tony Country,47,186044,Explicit,0.807,0.807,9,-5.395,1,0.336,0.592,0.0,0.434,0.832,130.109,4,funk
23698,37535,37535,0FyGl6PYFfojqfpqIybYv9,Mc Tikão;Djonga;JR ON;MC Cabelinho,A Favela Venceu,A Favela Venceu,47,278761,Explicit,0.699,0.819,6,-3.786,0,0.172,0.347,0.0,0.123,0.555,112.764,4,funk
23702,37546,37546,5QzmpS3dCwJRh4vpUgCi53,MC Ryan SP,Gordinho Bololô,Gordinho Bololô,47,144600,Explicit,0.902,0.656,9,-5.746,1,0.288,0.455,0.0,0.0989,0.587,99.979,4,funk
23704,37548,37548,6y3vYl2F0OnUwmKxPF6TA1,DJ Arana,ROCK PESADO,AUTOMOTIVO DAS PIRANHA - VEM COMER MINHA TCHECA - METE SA PORRA DIREITO,47,200020,Explicit,0.758,0.985,1,1.682,1,0.425,0.647,0.0,0.243,0.49,130.924,4,funk
23712,37549,37549,6yxIbucNXDmJxGMrbJRivA,MC Ryan SP;MC Joãozinho VT;Mc Davi;Mc Brisola;Mc Tovir;MC Leozinho ZS;Mc Kelvinho;Mc IG;MC Rick;Dfideliz,Hat-Trick do Tubarão,Bololô Veinho,47,537600,Explicit,0.795,0.744,5,-1.026,0,0.0553,0.443,0.0,0.243,0.787,99.866,4,funk
23721,37510,37510,74kUWtzAk8ApDHOGkGNfT0,Mc Davi;Gaab,Cartão,Cartão,47,197333,Explicit,0.719,0.651,9,-3.084,0,0.444,0.227,0.0,0.102,0.513,179.974,4,funk
23725,107359,107359,3Vit46aYIz4uq4HlfCoiX1,Trevor Something,Synthetic Love,Fade Away,47,235164,Explicit,0.501,0.593,2,-8.771,0,0.0267,0.00695,0.564,0.122,0.216,98.996,4,synth-pop
23734,37514,37514,1jjmqxL4LmMpjEqOQCAZfT,Salvador Da Rima;MC Ryan SP,Conto as Horas,Conto as Horas,47,170666,Explicit,0.755,0.528,3,-5.919,0,0.51,0.318,0.0,0.193,0.434,89.97,4,funk
23740,37528,37528,14nJ7PTwypy8fbt7hbfQqB,DJ Blakes;Mc Magrinho;Delano,Beat Oriental,Beat Oriental,47,273897,Explicit,0.675,0.884,2,0.36,1,0.0624,0.0694,0.0,0.238,0.428,130.045,4,funk
23744,37525,37525,0BefNxXD09wJy0pkerQQik,MC Ryan SP;Cynthia Luz;Pedro Lotto;Chris MC,Coração Terra de Ninguém,Ciúmes,47,269803,Explicit,0.693,0.707,8,-6.132,1,0.123,0.0757,0.0,0.105,0.699,152.96,4,funk
23747,37523,37523,15PW92VF2PYTODv1sHgXpD,MC Ryan SP;Dj Gabriel do Borel,Paraíso da Revoada,Paraíso da Revoada,47,258993,Explicit,0.75,0.551,0,-7.397,1,0.369,0.024,0.0,0.391,0.573,190.074,4,funk
23751,33904,33904,1XlosMc3GohfbyiCnUZOCR,MASN,How To Kill A Rockstar,Val!um,47,190129,Explicit,0.705,0.472,2,-8.149,0,0.0413,0.612,0.0,0.111,0.246,97.977,4,emo
